elapsed_seconds,interval_ns,ipc_cv_pct,ipc_mean,kernel_ref,n_windows_ok,n_windows_total,perf_running_ratio_min,postprocess_error,push_retries,quality_json,repetition,samples_collected,sampling_interval_cv_pct,sampling_interval_mean_ns,success,wall_seconds
6.782757863402367,10000000,,,npb_cg,0,670,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 7, ""no_freq_reading"": 662}",3,670,0.0267842,10000100.0,True,6.78484000172466
17.35691195074469,10000000,,,npb_sp,0,1729,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 50, ""no_freq_reading"": 1678}",1,1729,0.0323758,10000000.0,True,17.360146591439843
18.50928690377623,10000000,,,npb_sp,0,1845,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 50, ""no_freq_reading"": 1794}",2,1845,0.031018,10000000.0,True,18.511321089230478
17.406941011548042,10000000,,,npb_sp,0,1734,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 50, ""no_freq_reading"": 1683}",3,1734,0.0323085,10000000.0,True,17.41006940510124
4.277284580282867,10000000,,,npb_ft,0,420,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 50, ""no_freq_reading"": 369}",1,420,0.0393455,10000100.0,True,4.280952727422118
4.276621812954545,10000000,,,npb_ft,0,419,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 50, ""no_freq_reading"": 368}",2,419,0.0377489,10000100.0,True,4.279764937236905
4.176355780102313,10000000,,,npb_ft,0,413,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 50, ""no_freq_reading"": 362}",3,413,0.0362346,10000100.0,True,4.178390913642943
17.356696220114827,10000000,,,npb_lu,0,1727,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 100, ""no_freq_reading"": 1626}",1,1727,0.0368753,10000000.0,True,17.359677185304463
17.30662740767002,10000000,,,npb_lu,0,1725,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 100, ""no_freq_reading"": 1624}",2,1725,0.0383512,10000000.0,True,17.30919037759304
17.407476213760674,10000000,,,npb_lu,0,1732,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 100, ""no_freq_reading"": 1631}",3,1732,0.0377035,10000000.0,True,17.41007469408214
0.06698717083781958,10000000,,,dgemm_n2048,,,,run_failed,,,1,,,,False,0.06971751898527145
0.06668692827224731,10000000,,,dgemm_n2048,,,,run_failed,,,2,,,,False,0.06850176397711039
0.034757884219288826,10000000,,,dgemm_n2048,,,,run_failed,,,3,,,,False,0.03701148089021444
