run,kernel_ref,level,rep,elapsed_ns,pkg_uj,dram_uj,n_compute,n_memory,freq_applied,accepted,cmd_args
pacca_cpu_final_20260913__npb_cg__F2__rep01,npb_cg,F2,1,8402020000.0,872931359,98556724,0,7783,2600000,True,
pacca_cpu_final_20260913__npb_cg__F2__rep02,npb_cg,F2,2,8476860000.0,881561952,99063690,0,7868,2600000,True,
pacca_cpu_final_20260913__npb_cg__F2__rep03,npb_cg,F2,3,8449540000.0,877463330,98603313,0,7813,2600000,True,
pacca_cpu_final_20260913__npb_cg__F3__rep01,npb_cg,F3,1,9275160000.0,920611596,105726060,0,8655,2300000,True,
pacca_cpu_final_20260913__npb_cg__F3__rep02,npb_cg,F3,2,9207580000.0,916821018,104784070,0,8596,2300000,True,
pacca_cpu_final_20260913__npb_cg__F3__rep03,npb_cg,F3,3,9152940000.0,910926562,104043045,0,8537,2300000,True,
pacca_cpu_final_20260913__npb_cg__F4__rep01,npb_cg,F4,1,10287300000.0,990147978,113299591,0,9672,2000000,True,
pacca_cpu_final_20260913__npb_cg__F4__rep02,npb_cg,F4,2,10249500000.0,989311432,112710449,0,9637,2000000,True,
pacca_cpu_final_20260913__npb_cg__F4__rep03,npb_cg,F4,3,10253900000.0,987071753,112528593,0,9645,2000000,True,
pacca_cpu_final_20260913__npb_cg__F5__rep01,npb_cg,F5,1,11709900000.0,1089713457,124564414,0,11099,1700000,True,
pacca_cpu_final_20260913__npb_cg__F5__rep02,npb_cg,F5,2,11727300000.0,1089740618,125393047,0,11104,1700000,True,
pacca_cpu_final_20260913__npb_cg__F5__rep03,npb_cg,F5,3,11737400000.0,1088227561,125549000,0,11118,1700000,True,
pacca_cpu_final_20260913__npb_cg__F6__rep01,npb_cg,F6,1,13928000000.0,1254489708,141318251,0,13314,1400000,True,
pacca_cpu_final_20260913__npb_cg__F6__rep02,npb_cg,F6,2,13920300000.0,1251537323,140610090,0,13309,1400000,True,
pacca_cpu_final_20260913__npb_cg__F6__rep03,npb_cg,F6,3,14114400000.0,1267248526,142471810,0,13415,1400000,True,
pacca_cpu_final_20260913__npb_cg__F7__rep01,npb_cg,F7,1,17493900000.0,1520575880,165567849,0,16874,1100000,True,
pacca_cpu_final_20260913__npb_cg__F7__rep02,npb_cg,F7,2,17426100000.0,1520202651,166606107,0,16802,1100000,True,
pacca_cpu_final_20260913__npb_cg__F7__rep03,npb_cg,F7,3,17409100000.0,1518490131,164812166,0,16799,1100000,True,
pacca_cpu_final_20260913__npb_cg__F8__rep01,npb_cg,F8,1,23959500000.0,2035525490,211856101,0,23348,800000,True,
pacca_cpu_final_20260913__npb_cg__F8__rep02,npb_cg,F8,2,24178100000.0,2027826046,208285968,0,23558,800000,True,
pacca_cpu_final_20260913__npb_cg__F8__rep03,npb_cg,F8,3,23957100000.0,2026679748,211287783,0,23345,800000,True,
pacca_cpu_final_20260913__npb_cg__REF__rep01,npb_cg,REF,1,7463590000.0,850054465,91065386,0,6992,,True,
pacca_cpu_final_20260913__npb_cg__REF__rep02,npb_cg,REF,2,7450780000.0,847427091,90507288,0,6975,,True,
pacca_cpu_final_20260913__npb_cg__REF__rep03,npb_cg,REF,3,7366260000.0,845375460,89415235,0,6892,,True,
pacca_cpu_final_20260913__npb_ft__F0__rep01,npb_ft,F0,1,5884490000.0,628671181,59344921,786,3469,3200000,True,
pacca_cpu_final_20260913__npb_ft__F0__rep02,npb_ft,F0,2,4816960000.0,542019242,52554934,0,3845,3200000,True,
pacca_cpu_final_20260913__npb_ft__F0__rep03,npb_ft,F0,3,4782980000.0,538161220,52178049,0,3818,3200000,True,
pacca_cpu_final_20260913__npb_ft__F1__rep01,npb_ft,F1,1,5131040000.0,546088812,55008778,0,4158,2900000,True,
pacca_cpu_final_20260913__npb_ft__F1__rep02,npb_ft,F1,2,5092330000.0,541813249,54453327,0,4128,2900000,True,
pacca_cpu_final_20260913__npb_ft__F1__rep03,npb_ft,F1,3,5117480000.0,545071847,54701417,0,4147,2900000,True,
pacca_cpu_final_20260913__npb_ft__F2__rep01,npb_ft,F2,1,5736740000.0,580906106,58880994,0,4777,2600000,True,
pacca_cpu_final_20260913__npb_ft__F2__rep02,npb_ft,F2,2,5576390000.0,564619526,57477448,0,4603,2600000,True,
pacca_cpu_final_20260913__npb_ft__F2__rep03,npb_ft,F2,3,5517090000.0,560585784,57434288,0,4550,2600000,True,
pacca_cpu_final_20260913__npb_ft__F3__rep01,npb_ft,F3,1,8707550000.0,797248264,77509693,1982,3931,2300000,True,
pacca_cpu_final_20260913__npb_ft__F3__rep02,npb_ft,F3,2,6032020000.0,585700466,60520971,0,5073,2300000,True,
pacca_cpu_final_20260913__npb_ft__F3__rep03,npb_ft,F3,3,6049320000.0,586511926,61215682,0,5085,2300000,True,
pacca_cpu_final_20260913__npb_ft__F4__rep01,npb_ft,F4,1,6751190000.0,635520163,65593609,0,5790,2000000,True,
pacca_cpu_final_20260913__npb_ft__F4__rep02,npb_ft,F4,2,6865300000.0,644413694,66329738,0,5886,2000000,True,
pacca_cpu_final_20260913__npb_ft__F4__rep03,npb_ft,F4,3,9806270000.0,874908953,83489760,2711,4385,2000000,True,
pacca_cpu_final_20260913__npb_ft__F5__rep01,npb_ft,F5,1,7903630000.0,716982723,72616753,0,6944,1700000,True,
pacca_cpu_final_20260913__npb_ft__F5__rep02,npb_ft,F5,2,7761980000.0,701137610,71683560,0,6773,1700000,True,
pacca_cpu_final_20260913__npb_ft__F5__rep03,npb_ft,F5,3,7697920000.0,698600873,71384170,0,6736,1700000,True,
pacca_cpu_final_20260913__npb_ft__F6__rep01,npb_ft,F6,1,9094680000.0,795915382,80361598,0,8123,1400000,True,
pacca_cpu_final_20260913__npb_ft__F6__rep02,npb_ft,F6,2,9119610000.0,798658356,80830466,0,8146,1400000,True,
pacca_cpu_final_20260913__npb_ft__F6__rep03,npb_ft,F6,3,10042400000.0,869651949,85411271,544,8463,1400000,True,
pacca_cpu_final_20260913__npb_ft__F7__rep01,npb_ft,F7,1,11375000000.0,966426848,95599632,0,10399,1100000,True,
pacca_cpu_final_20260913__npb_ft__F7__rep02,npb_ft,F7,2,11306700000.0,957890370,94458145,0,10345,1100000,True,
pacca_cpu_final_20260913__npb_ft__F7__rep03,npb_ft,F7,3,11338600000.0,956501702,94920741,39,10316,1100000,True,
pacca_cpu_final_20260913__npb_ft__F8__rep01,npb_ft,F8,1,15471900000.0,1267617239,121363425,260,14239,800000,True,
pacca_cpu_final_20260913__npb_ft__F8__rep02,npb_ft,F8,2,15360700000.0,1262248355,119348599,155,14229,800000,True,
pacca_cpu_final_20260913__npb_ft__F8__rep03,npb_ft,F8,3,15388200000.0,1270367598,120568697,110,14317,800000,True,
pacca_cpu_final_20260913__npb_ft__REF__rep01,npb_ft,REF,1,4792920000.0,538970788,52671887,0,3884,,True,
pacca_cpu_final_20260913__npb_ft__REF__rep02,npb_ft,REF,2,4788770000.0,539405967,52486711,0,3894,,True,
pacca_cpu_final_20260913__npb_ft__REF__rep03,npb_ft,REF,3,4819020000.0,540812702,53174752,0,3927,,True,
pacca_cpu_final_20260913__npb_lu__F0__rep01,npb_lu,F0,1,20028800000.0,2140186110,182878467,0,18521,3200000,True,
pacca_cpu_final_20260913__npb_lu__F0__rep02,npb_lu,F0,2,19020000000.0,2013407383,175144791,0,17557,3200000,True,
pacca_cpu_final_20260913__npb_lu__F0__rep03,npb_lu,F0,3,19066000000.0,2030065054,173338933,0,17595,3200000,True,
pacca_cpu_final_20260913__npb_lu__F1__rep01,npb_lu,F1,1,20607500000.0,2082249796,184486436,0,19134,2900000,True,
pacca_cpu_final_20260913__npb_lu__F1__rep02,npb_lu,F1,2,20555000000.0,2077024224,182361251,0,19085,2900000,True,
pacca_cpu_final_20260913__npb_lu__F1__rep03,npb_lu,F1,3,20613400000.0,2078513112,182701906,0,19154,2900000,True,
pacca_cpu_final_20260913__npb_lu__F2__rep01,npb_lu,F2,1,22580300000.0,2206631497,197145075,0,21114,2600000,True,
pacca_cpu_final_20260913__npb_lu__F2__rep02,npb_lu,F2,2,22493600000.0,2189104625,195298594,0,21019,2600000,True,
pacca_cpu_final_20260913__npb_lu__F2__rep03,npb_lu,F2,3,22553800000.0,2201712138,194026338,0,21083,2600000,True,
pacca_cpu_final_20260913__npb_lu__F3__rep01,npb_lu,F3,1,24810700000.0,2335848268,211024393,0,23346,2300000,True,
pacca_cpu_final_20260913__npb_lu__F3__rep02,npb_lu,F3,2,24847400000.0,2346688634,210954365,18,23362,2300000,True,
pacca_cpu_final_20260913__npb_lu__F3__rep03,npb_lu,F3,3,24933000000.0,2353563188,211188348,19,23450,2300000,True,
pacca_cpu_final_20260913__npb_lu__F4__rep01,npb_lu,F4,1,28050000000.0,2558280987,229889232,1982,24605,2000000,True,
pacca_cpu_final_20260913__npb_lu__F4__rep02,npb_lu,F4,2,28069300000.0,2543810321,229805801,1969,24636,2000000,True,
pacca_cpu_final_20260913__npb_lu__F4__rep03,npb_lu,F4,3,28177100000.0,2553317438,230825822,1916,24799,2000000,True,
pacca_cpu_final_20260913__npb_lu__F5__rep01,npb_lu,F5,1,32408800000.0,2856536327,257535231,4362,26575,1700000,True,
pacca_cpu_final_20260913__npb_lu__F5__rep02,npb_lu,F5,2,32844600000.0,2880921641,261581698,4417,26952,1700000,True,
pacca_cpu_final_20260913__npb_lu__F5__rep03,npb_lu,F5,3,32601300000.0,2862803279,259687864,4365,26771,1700000,True,
pacca_cpu_final_20260913__npb_lu__F6__rep01,npb_lu,F6,1,38672400000.0,3288684513,299367221,10394,26805,1400000,True,
pacca_cpu_final_20260913__npb_lu__F6__rep02,npb_lu,F6,2,38688700000.0,3312472783,299422683,10646,26577,1400000,True,
pacca_cpu_final_20260913__npb_lu__F6__rep03,npb_lu,F6,3,38646800000.0,3307654557,298178334,12904,24276,1400000,True,
pacca_cpu_final_20260913__npb_lu__F7__rep01,npb_lu,F7,1,48660600000.0,4073944343,365288143,29029,18155,1100000,True,
pacca_cpu_final_20260913__npb_lu__F7__rep02,npb_lu,F7,2,48731400000.0,4082092822,364207947,29109,18148,1100000,True,
pacca_cpu_final_20260913__npb_lu__F7__rep03,npb_lu,F7,3,48617800000.0,4028016299,362195293,29028,18115,1100000,True,
pacca_cpu_final_20260913__npb_lu__F8__rep01,npb_lu,F8,1,66947200000.0,5457459967,481279462,45123,20362,800000,True,
pacca_cpu_final_20260913__npb_lu__F8__rep02,npb_lu,F8,2,66226500000.0,5402264857,466918469,45005,19757,800000,True,
pacca_cpu_final_20260913__npb_lu__F8__rep03,npb_lu,F8,3,66502400000.0,5427934285,475111359,45663,19378,800000,True,
pacca_cpu_final_20260913__npb_lu__REF__rep01,npb_lu,REF,1,19134900000.0,2032939193,174214904,0,17739,,True,
pacca_cpu_final_20260913__npb_lu__REF__rep02,npb_lu,REF,2,18995400000.0,2022556102,173683871,0,17600,,True,
pacca_cpu_final_20260913__npb_lu__REF__rep03,npb_lu,REF,3,19098300000.0,2029919242,173341075,0,17712,,True,
pacca_cpu_final_20260913__npb_mg__F0__rep01,npb_mg,F0,1,1262230000.0,113259231,15043296,0,502,3200000,True,
pacca_cpu_final_20260913__npb_mg__F0__rep02,npb_mg,F0,2,1301320000.0,114424145,15122719,0,508,3200000,True,
pacca_cpu_final_20260913__npb_mg__F0__rep03,npb_mg,F0,3,1296200000.0,116004402,15378734,0,523,3200000,True,
pacca_cpu_final_20260913__npb_mg__F0_calibration__rep01,npb_mg,F0_calibration,1,1270510000.0,114932506,15231548,0,0,,True,
pacca_cpu_final_20260913__npb_mg__F0_calibration__rep02,npb_mg,F0_calibration,2,1269030000.0,114632397,15211826,0,0,,True,
pacca_cpu_final_20260913__npb_mg__F0_calibration__rep03,npb_mg,F0_calibration,3,1273070000.0,115049876,15298730,0,0,,True,
pacca_cpu_final_20260913__npb_mg__F0_calibration__rep04,npb_mg,F0_calibration,4,1267630000.0,114471387,15220180,0,0,,True,
pacca_cpu_final_20260913__npb_mg__F0_calibration__rep05,npb_mg,F0_calibration,5,1264590000.0,113855726,15217013,0,0,,True,
pacca_cpu_final_20260913__npb_mg__F1__rep01,npb_mg,F1,1,1293480000.0,110947898,15249862,0,517,2900000,True,
pacca_cpu_final_20260913__npb_mg__F1__rep02,npb_mg,F1,2,1272550000.0,110399253,15184806,0,512,2900000,True,
pacca_cpu_final_20260913__npb_mg__F1__rep03,npb_mg,F1,3,1274830000.0,110087426,15101697,0,510,2900000,True,
pacca_cpu_final_20260913__npb_mg__F2__rep01,npb_mg,F2,1,1317400000.0,110294823,15483049,0,543,2600000,True,
pacca_cpu_final_20260913__npb_mg__F2__rep02,npb_mg,F2,2,1333530000.0,110777061,15589461,0,553,2600000,True,
pacca_cpu_final_20260913__npb_mg__F2__rep03,npb_mg,F2,3,1304090000.0,109649438,15502144,0,541,2600000,True,
pacca_cpu_final_20260913__npb_mg__F3__rep01,npb_mg,F3,1,1360190000.0,111099203,15905498,0,590,2300000,True,
pacca_cpu_final_20260913__npb_mg__F3__rep02,npb_mg,F3,2,1347120000.0,109742944,15737564,0,575,2300000,True,
pacca_cpu_final_20260913__npb_mg__F3__rep03,npb_mg,F3,3,1342560000.0,110654929,15783571,0,582,2300000,True,
pacca_cpu_final_20260913__npb_mg__F4__rep01,npb_mg,F4,1,1405800000.0,113544021,16374259,0,646,2000000,True,
pacca_cpu_final_20260913__npb_mg__F4__rep02,npb_mg,F4,2,1417560000.0,113286392,16321459,0,645,2000000,True,
pacca_cpu_final_20260913__npb_mg__F4__rep03,npb_mg,F4,3,1410300000.0,112344012,16221243,0,639,2000000,True,
pacca_cpu_final_20260913__npb_mg__F5__rep01,npb_mg,F5,1,1515080000.0,118338931,17051713,0,733,1700000,True,
pacca_cpu_final_20260913__npb_mg__F5__rep02,npb_mg,F5,2,1498930000.0,118654908,17068818,0,736,1700000,True,
pacca_cpu_final_20260913__npb_mg__F5__rep03,npb_mg,F5,3,1491150000.0,117806949,17038998,0,728,1700000,True,
pacca_cpu_final_20260913__npb_mg__F6__rep01,npb_mg,F6,1,1657860000.0,130340120,18417834,0,895,1400000,True,
pacca_cpu_final_20260913__npb_mg__F6__rep02,npb_mg,F6,2,1664150000.0,129844211,18369088,0,887,1400000,True,
pacca_cpu_final_20260913__npb_mg__F6__rep03,npb_mg,F6,3,1654010000.0,129913913,18371199,0,891,1400000,True,
pacca_cpu_final_20260913__npb_mg__F7__rep01,npb_mg,F7,1,1926550000.0,148807480,20502566,0,1142,1100000,True,
pacca_cpu_final_20260913__npb_mg__F7__rep02,npb_mg,F7,2,1921200000.0,150021161,20712880,0,1146,1100000,True,
pacca_cpu_final_20260913__npb_mg__F7__rep03,npb_mg,F7,3,1909480000.0,148642930,20622319,0,1145,1100000,True,
pacca_cpu_final_20260913__npb_mg__F8__rep01,npb_mg,F8,1,2439780000.0,188216987,24469183,0,1662,800000,True,
pacca_cpu_final_20260913__npb_mg__F8__rep02,npb_mg,F8,2,2452660000.0,189493290,24453317,0,1677,800000,True,
pacca_cpu_final_20260913__npb_mg__F8__rep03,npb_mg,F8,3,2447830000.0,189039372,24437038,0,1663,800000,True,
pacca_cpu_final_20260913__npb_mg__REF__rep01,npb_mg,REF,1,1270630000.0,113566116,15047428,0,572,,True,
pacca_cpu_final_20260913__npb_mg__REF__rep02,npb_mg,REF,2,1272090000.0,113554946,15037467,0,569,,True,
pacca_cpu_final_20260913__npb_mg__REF__rep03,npb_mg,REF,3,1276960000.0,114125684,15107618,0,569,,True,
pacca_cpu_final_20260913__npb_sp__F0__rep01,npb_sp,F0,1,18361200000.0,2056077439,248325839,0,17402,3200000,True,
pacca_cpu_final_20260913__npb_sp__F0__rep02,npb_sp,F0,2,18171700000.0,2048215643,245705500,0,17201,3200000,True,
pacca_cpu_final_20260913__npb_sp__F0__rep03,npb_sp,F0,3,18397700000.0,2065925620,247818368,0,17437,3200000,True,
pacca_cpu_final_20260913__npb_sp__F1__rep01,npb_sp,F1,1,18953600000.0,2043117206,253169942,0,17966,2900000,True,
pacca_cpu_final_20260913__npb_sp__F1__rep02,npb_sp,F1,2,19088200000.0,2051816098,255509862,0,18126,2900000,True,
pacca_cpu_final_20260913__npb_sp__F1__rep03,npb_sp,F1,3,18943300000.0,2032143052,253135563,0,17983,2900000,True,
pacca_cpu_final_20260913__npb_sp__F2__rep01,npb_sp,F2,1,20211300000.0,2086776274,261340723,0,19250,2600000,True,
pacca_cpu_final_20260913__npb_sp__F2__rep02,npb_sp,F2,2,20365600000.0,2104622542,264367185,0,19387,2600000,True,
pacca_cpu_final_20260913__npb_sp__F2__rep03,npb_sp,F2,3,19970000000.0,2070120250,259799997,0,18998,2600000,True,
pacca_cpu_final_20260913__npb_sp__F3__rep01,npb_sp,F3,1,21096700000.0,2120811404,269352353,0,20133,2300000,True,
pacca_cpu_final_20260913__npb_sp__F3__rep02,npb_sp,F3,2,21081800000.0,2114274921,268879675,0,20110,2300000,True,
pacca_cpu_final_20260913__npb_sp__F3__rep03,npb_sp,F3,3,21007800000.0,2107462256,267897140,0,20041,2300000,True,
pacca_cpu_final_20260913__npb_sp__F4__rep01,npb_sp,F4,1,22775100000.0,2209395283,281346758,0,21807,2000000,True,
pacca_cpu_final_20260913__npb_sp__F4__rep02,npb_sp,F4,2,22773100000.0,2200600689,281076484,0,21811,2000000,True,
pacca_cpu_final_20260913__npb_sp__F4__rep03,npb_sp,F4,3,22894500000.0,2214218819,281096220,0,21918,2000000,True,
pacca_cpu_final_20260913__npb_sp__F5__rep01,npb_sp,F5,1,25167500000.0,2360617370,295315398,0,24206,1700000,True,
pacca_cpu_final_20260913__npb_sp__F5__rep02,npb_sp,F5,2,25147700000.0,2350130093,296107831,0,24174,1700000,True,
pacca_cpu_final_20260913__npb_sp__F5__rep03,npb_sp,F5,3,25114800000.0,2360502014,293971814,0,24149,1700000,True,
pacca_cpu_final_20260913__npb_sp__F6__rep01,npb_sp,F6,1,28607100000.0,2592535661,322017677,0,27646,1400000,True,
pacca_cpu_final_20260913__npb_sp__F6__rep02,npb_sp,F6,2,28409000000.0,2578309256,318731145,0,27426,1400000,True,
pacca_cpu_final_20260913__npb_sp__F6__rep03,npb_sp,F6,3,28512400000.0,2596059577,320450575,0,27549,1400000,True,
pacca_cpu_final_20260913__npb_sp__F7__rep01,npb_sp,F7,1,34494600000.0,3023118908,358150800,0,33532,1100000,True,
pacca_cpu_final_20260913__npb_sp__F7__rep02,npb_sp,F7,2,34463200000.0,3011132307,359749665,0,33487,1100000,True,
pacca_cpu_final_20260913__npb_sp__F7__rep03,npb_sp,F7,3,34347500000.0,3010674422,359319352,0,33373,1100000,True,
pacca_cpu_final_20260913__npb_sp__F8__rep01,npb_sp,F8,1,45598100000.0,3876933069,437672366,1625,43009,800000,True,
pacca_cpu_final_20260913__npb_sp__F8__rep02,npb_sp,F8,2,45553000000.0,3869761334,437578486,1502,43081,800000,True,
pacca_cpu_final_20260913__npb_sp__F8__rep03,npb_sp,F8,3,45618100000.0,3907686163,435290049,1369,43275,800000,True,
pacca_cpu_final_20260913__npb_sp__REF__rep01,npb_sp,REF,1,18240500000.0,2055216663,246936232,0,17345,,True,
pacca_cpu_final_20260913__npb_sp__REF__rep02,npb_sp,REF,2,18559100000.0,2076153559,249250708,0,17662,,True,
pacca_cpu_final_20260913__npb_sp__REF__rep03,npb_sp,REF,3,18258100000.0,2063140043,245440443,0,17348,,True,
pacca_cpu_final_20260913__phasic_p010__F0__rep01,phasic_p010,F0,1,20578600000.0,2031020069,134084839,19593,22,3200000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F0__rep02,phasic_p010,F0,2,20575100000.0,2048487432,135860772,19590,22,3200000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F0__rep03,phasic_p010,F0,3,20577200000.0,2034245281,132468578,19590,22,3200000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F1__rep01,phasic_p010,F1,1,20587100000.0,1931960386,134942833,19598,22,2900000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F1__rep02,phasic_p010,F1,2,20575400000.0,1930266116,134037914,19604,10,2900000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F1__rep03,phasic_p010,F1,3,20575700000.0,1934519156,134516284,19604,11,2900000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F2__rep01,phasic_p010,F2,1,20580600000.0,1871377107,134200125,19598,22,2600000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F2__rep02,phasic_p010,F2,2,20585400000.0,1868874976,134468151,19590,33,2600000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F2__rep03,phasic_p010,F2,3,20585900000.0,1875693807,134730591,19576,44,2600000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F3__rep01,phasic_p010,F3,1,20585800000.0,1824389616,134612460,19626,0,2300000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F3__rep02,phasic_p010,F3,2,20606300000.0,1827841940,135126035,19621,11,2300000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F3__rep03,phasic_p010,F3,3,20590200000.0,1814200861,132777837,19597,32,2300000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F4__rep01,phasic_p010,F4,1,20610700000.0,1768772388,134448413,19616,22,2000000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F4__rep02,phasic_p010,F4,2,20602700000.0,1770392380,135077090,19616,22,2000000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F4__rep03,phasic_p010,F4,3,20614600000.0,1763842347,134025659,19640,0,2000000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F5__rep01,phasic_p010,F5,1,20612600000.0,1731470055,131768695,19653,0,1700000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F5__rep02,phasic_p010,F5,2,20633000000.0,1722045335,131142925,19638,22,1700000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F5__rep03,phasic_p010,F5,3,20615300000.0,1730669703,133677997,19652,0,1700000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F6__rep01,phasic_p010,F6,1,20640100000.0,1686658524,133110704,19625,55,1400000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F6__rep02,phasic_p010,F6,2,20646400000.0,1675123214,133259221,19677,0,1400000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F6__rep03,phasic_p010,F6,3,20643400000.0,1676714153,133450241,19644,33,1400000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F7__rep01,phasic_p010,F7,1,20667700000.0,1661579181,132268439,19705,0,1100000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F7__rep02,phasic_p010,F7,2,20666900000.0,1651186264,130799165,19684,22,1100000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F7__rep03,phasic_p010,F7,3,20669500000.0,1668194643,132211324,19708,0,1100000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F8__rep01,phasic_p010,F8,1,20745000000.0,1643874149,131576588,19763,11,800000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F8__rep02,phasic_p010,F8,2,20737500000.0,1647335626,132440196,19754,22,800000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__F8__rep03,phasic_p010,F8,3,20741200000.0,1644688050,131552644,19747,33,800000,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__REF__rep01,phasic_p010,REF,1,20573900000.0,2028742182,135438032,19664,22,,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__REF__rep02,phasic_p010,REF,2,20577100000.0,2027934628,133775213,19658,22,,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p010__REF__rep03,phasic_p010,REF,3,20572900000.0,2029300957,133945151,19657,22,,True,--phase-seconds 0.010 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F0__rep01,phasic_p1000,F0,1,20582300000.0,2033949078,131763830,9822,9789,3200000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F0__rep02,phasic_p1000,F0,2,20587800000.0,2035245827,134291542,9877,9739,3200000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F0__rep03,phasic_p1000,F0,3,20577200000.0,2032710373,134804414,9875,9739,3200000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F1__rep01,phasic_p1000,F1,1,20579900000.0,1933426020,134350142,9907,9713,2900000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F1__rep02,phasic_p1000,F1,2,20586500000.0,1930851746,134590229,9851,9765,2900000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F1__rep03,phasic_p1000,F1,3,20591400000.0,1928544929,136104027,9856,9765,2900000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F2__rep01,phasic_p1000,F2,1,20582200000.0,1869255408,135351924,9886,9712,2600000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F2__rep02,phasic_p1000,F2,2,20590200000.0,1869479772,134465733,9828,9794,2600000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F2__rep03,phasic_p1000,F2,3,20599500000.0,1879695871,134724273,9891,9735,2600000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
pacca_cpu_final_20260913__phasic_p1000__F3__rep01,phasic_p1000,F3,1,20589500000.0,1816865405,134774609,9875,9752,2300000,True,--phase-seconds 1.000 --total-seconds 20 --size-mib 512 --seed 20260806
